sale_id,dealership_id,sale_date,model,model_year,car_type,production_cost,sale_price,discount_applied
28628,3,1/14/2024,A3,2022,Gas,42692.77,60989.67,0
28629,10,6/16/2022,Q7,2022,Gas,68382.8,97689.72,0
28630,1,2/19/2023,Q8,2023,Hybrid,52521.02,75030.03,0
28631,8,9/4/2024,Q4 e-tron,2022,Electric,57247.99,81782.84,0
28632,8,8/8/2022,Q8 e-tron,2024,Electric,52936.56,75623.66,0
28633,4,1/16/2022,A4,2024,Gas,42789.19,61127.42,0
28634,1,11/1/2022,Q7,2023,Gas,45510.43,65014.9,0
28635,5,11/19/2022,Q6 e-tron,2024,Electric,66546.76,95066.8,0
28636,7,6/29/2023,Q4 e-tron,2022,Electric,57303.9,81862.71,0
28637,1,8/16/2024,Q6 e-tron,2022,Electric,81499.62,116428.03,0
28638,5,7/23/2022,TT,2024,Gas,53948.46,77069.23,0
28639,4,7/12/2023,Q7,2024,Gas,53472.89,76389.84,0
28640,9,12/13/2023,e-tron GT,2024,Electric,97380.24,139114.63,0
28641,5,5/12/2023,Q4 e-tron,2022,Electric,62602.1,89431.57,3576.82
28642,1,3/31/2023,e-tron GT,2023,Electric,95837.17,136910.24,0
28643,9,7/19/2024,RS5,2024,Gas,73383.35,104833.36,0
28644,10,4/29/2023,Q4 e-tron,2024,Electric,57635.24,82336.05,0
28645,4,8/20/2024,A4,2023,Gas,36179,51684.29,0
28646,1,1/22/2022,Q8,2023,Hybrid,58260.22,83228.88,0
28647,7,3/1/2024,A4,2022,Gas,40368.08,57668.68,0
28648,1,10/18/2022,e-tron GT,2024,Electric,92425.26,132036.08,0
28649,3,7/7/2023,Q5,2022,Gas,39772.68,56818.12,0
28650,1,10/31/2024,e-tron GT,2024,Electric,99188.99,141698.56,0
28651,5,3/12/2023,TT,2023,Gas,62880.7,89829.57,0
28652,9,4/1/2022,Q8,2024,Hybrid,77414.33,110591.9,0
28653,10,1/7/2024,A3,2023,Gas,33759,48227.15,0
28654,4,11/10/2022,Q8,2023,Hybrid,52318.97,74741.39,0
28655,7,10/7/2023,Q5,2024,Gas,38002.68,54289.54,3432.1
28656,4,6/3/2023,A4,2023,Gas,32484.47,46406.38,0
28657,8,5/9/2022,Q5,2024,Gas,58321.42,83316.32,0
28658,3,7/2/2023,TT,2023,Gas,54156.24,77366.06,0
28659,5,5/17/2023,TT,2024,Gas,56759.24,81084.63,0
28660,2,5/11/2024,Q5,2024,Gas,43841.88,62631.26,0
28661,4,7/6/2024,TT,2022,Gas,48365.84,69094.06,0
28662,1,11/4/2023,Q4 e-tron,2022,Electric,63543.68,90776.68,0
28663,4,6/15/2023,A4,2023,Gas,35692.87,50989.81,0
28664,4,5/14/2024,TT,2024,Gas,43114.76,61592.52,0
28665,2,5/4/2022,A4,2023,Gas,37082.69,52975.27,0
28666,10,4/13/2023,TT,2024,Gas,60215.31,86021.87,0
28667,8,6/18/2023,Q5,2022,Gas,36623.5,52319.28,0
28668,6,1/17/2023,e-tron GT,2023,Electric,102288.08,146125.83,0
28669,4,5/4/2022,TT,2024,Gas,61076.72,87252.46,0
28670,8,4/30/2023,TT,2024,Gas,54721.73,78173.9,0
28671,2,2/7/2022,Q4 e-tron,2024,Electric,56162.02,80231.46,0
28672,6,2/16/2024,A4,2024,Gas,55293,78990,0
28673,6,3/3/2024,TT,2023,Gas,58597.97,83711.39,0
28674,10,2/5/2024,Q7,2024,Gas,44842.59,64060.85,0
28675,10,2/6/2022,Q7,2024,Gas,65336.57,93337.96,0
28676,5,2/24/2024,RS5,2023,Gas,69502.87,99289.81,0
28677,4,2/9/2022,Q4 e-tron,2023,Electric,52485.14,74978.77,0
28678,10,5/12/2024,e-tron GT,2023,Electric,99799.55,142570.79,0
28679,4,3/6/2023,A3,2022,Gas,30023.51,42890.73,0
28680,4,7/1/2022,Q4 e-tron,2024,Electric,44982.34,64260.48,0
28681,8,1/25/2023,e-tron GT,2022,Electric,84409.84,120585.48,0
28682,5,1/30/2024,RS5,2023,Gas,81685,116692.86,0
28683,1,10/20/2023,Q5,2022,Gas,52369.86,74814.09,0
28684,5,4/2/2023,Q4 e-tron,2024,Electric,53609.17,76584.53,0
28685,10,6/23/2024,TT,2023,Gas,61114.65,87306.64,0
28686,1,8/26/2022,RS5,2024,Gas,62212.37,88874.81,0
28687,2,7/7/2023,Q5,2024,Gas,53675.53,76679.33,3497.24
28688,7,8/17/2024,Q7,2023,Gas,58695.22,83850.31,0
28689,3,10/18/2024,A3,2024,Gas,28180.33,40257.61,0
28690,2,11/21/2023,A4,2023,Gas,51294.79,73278.27,0
28691,9,1/18/2024,e-tron GT,2022,Electric,78351.64,111930.91,0
28692,7,9/4/2022,A3,2023,Gas,45697.24,65281.77,0
28693,6,7/3/2022,Q5,2022,Gas,40953.28,58504.68,0
28694,7,9/3/2022,Q8,2023,Hybrid,67184.87,95978.38,0
28695,3,12/7/2023,Q6 e-tron,2023,Electric,78191.02,111701.46,0
28696,3,3/23/2022,Q4 e-tron,2022,Electric,49568.92,70812.75,0
28697,2,7/3/2024,TT,2023,Gas,59583.05,85118.64,0
28698,1,3/2/2023,Q4 e-tron,2024,Electric,57105.28,81578.97,4836.81
28699,1,2/21/2022,A4,2023,Gas,49955.14,71364.48,0
28700,5,12/5/2023,Q4 e-tron,2024,Electric,58002.71,82861.01,0
28701,2,6/7/2023,Q6 e-tron,2022,Electric,74461.65,106373.79,0
28702,8,8/9/2022,A4,2022,Gas,32371.79,46245.41,0
28703,9,7/21/2024,Q5,2023,Gas,58967.86,84239.8,0
28704,1,12/30/2024,Q7,2022,Gas,69740.7,99629.57,0
28705,1,5/3/2023,Q5,2022,Gas,42264.13,60377.33,0
28706,3,9/25/2023,e-tron GT,2022,Electric,94730.09,135328.7,0
28707,2,3/13/2023,Q5,2022,Gas,58277.56,83253.66,0
28708,9,11/1/2023,Q8,2022,Hybrid,57696.22,82423.17,0
28709,9,3/7/2023,Q8 e-tron,2024,Electric,59547.33,85067.62,0
28710,3,2/7/2022,RS5,2023,Gas,68975.17,98535.96,0
28711,2,7/13/2023,e-tron GT,2022,Electric,79404.07,113434.38,1840.73
28712,4,10/21/2022,RS5,2023,Gas,81786.43,116837.76,1940.84
28713,9,8/7/2023,A4,2022,Gas,38222.13,54603.04,0
28714,1,10/7/2023,Q7,2022,Gas,68904.86,98435.52,0
28715,7,1/23/2023,Q7,2022,Gas,53611.66,76588.08,0
28716,5,5/24/2023,Q4 e-tron,2022,Electric,53479.72,76399.6,0
28717,10,1/10/2022,Q4 e-tron,2023,Electric,45381.42,64830.6,0
28718,2,2/22/2024,RS5,2023,Gas,64301.91,91859.87,0
28719,9,3/1/2023,e-tron GT,2023,Electric,95146.45,135923.5,0
28720,8,2/10/2022,A3,2023,Gas,43635.54,62336.49,0
28721,4,2/23/2022,Q5,2024,Gas,54648.66,78069.51,0
28722,3,5/14/2024,Q5,2023,Gas,31590.54,45129.35,0
28723,7,5/30/2024,RS5,2023,Gas,65801.85,94002.65,0
28724,7,10/13/2022,A4,2023,Gas,46441.55,66345.07,0
28725,3,9/13/2022,Q6 e-tron,2024,Electric,76174.97,108821.38,0
28726,10,9/25/2024,RS5,2024,Gas,81140.1,115914.43,0
28727,3,7/6/2023,Q4 e-tron,2024,Electric,51471.85,73531.22,0
28728,8,3/26/2022,RS5,2022,Gas,74861.03,106944.33,0
28729,6,4/24/2023,TT,2024,Gas,45327.6,64753.71,0
28730,7,5/19/2022,Q4 e-tron,2022,Electric,54084.23,77263.18,0
28731,8,1/31/2022,Q7,2022,Gas,47400.84,67715.49,0
28732,3,7/22/2023,e-tron GT,2022,Electric,83311.99,119017.13,0
28733,6,5/13/2024,Q4 e-tron,2022,Electric,40935.59,58479.41,0
28734,1,3/3/2023,A4,2022,Gas,42548.73,60783.9,0
28735,3,4/28/2024,TT,2023,Gas,38995.75,55708.21,0
28736,6,10/13/2022,Q8,2022,Hybrid,60822,86888.57,0
28737,3,4/11/2023,Q5,2023,Gas,43111.7,61588.14,0
28738,1,12/23/2022,e-tron GT,2023,Electric,97898.65,139855.21,0
28739,3,4/29/2024,Q8 e-tron,2022,Electric,72247.56,103210.8,0
28740,3,11/3/2022,Q4 e-tron,2023,Electric,47839.01,68341.45,0
28741,6,12/23/2024,Q5,2024,Gas,43065.95,61522.78,0
28742,5,6/17/2024,Q8 e-tron,2024,Electric,59778.71,85398.16,0
28743,5,3/8/2023,TT,2024,Gas,59263.78,84662.55,1907.79
28744,7,5/25/2022,RS5,2024,Gas,66096.09,94422.99,0
28745,7,3/7/2023,Q8,2023,Hybrid,65843.84,94062.63,2958.7
28746,10,5/25/2023,TT,2022,Gas,38708.18,55297.4,0
28747,7,8/12/2023,RS5,2023,Gas,67864.5,96949.29,0
28748,1,10/15/2023,TT,2024,Gas,39085.25,55836.07,0
28749,2,6/26/2024,TT,2024,Gas,41757.19,59653.13,0
28750,7,12/20/2023,Q5,2023,Gas,52853.25,75504.64,0
28751,10,10/2/2022,Q7,2024,Gas,49010.85,70015.5,0
28752,3,10/29/2023,e-tron GT,2023,Electric,88856.18,126937.4,0
28753,6,12/10/2024,RS5,2022,Gas,70030.67,100043.82,0
28754,9,9/7/2023,TT,2023,Gas,45349.68,64785.26,0
28755,10,3/7/2023,Q8,2023,Hybrid,53931.53,77045.05,0
28756,7,9/28/2022,RS5,2023,Gas,80053.29,114361.84,0
28757,6,11/9/2024,e-tron GT,2023,Electric,81769.87,116814.1,0
28758,6,7/13/2023,A3,2023,Gas,41550,59357.15,0
28759,10,10/20/2024,Q7,2023,Gas,48512.25,69303.22,0
28760,8,11/27/2023,Q8,2024,Hybrid,59242.08,84631.55,0
28761,3,11/1/2023,Q4 e-tron,2022,Electric,36874.01,52677.16,0
28762,9,11/23/2022,Q8,2024,Hybrid,53817.83,76882.62,0
28763,7,12/9/2023,e-tron GT,2024,Electric,102664.87,146664.1,0
28764,8,1/6/2024,e-tron GT,2022,Electric,76056.36,108651.94,0
28765,6,3/25/2024,TT,2022,Gas,56169.72,80242.46,0
28766,8,7/16/2022,TT,2022,Gas,59366.34,84809.06,0
28767,6,12/17/2023,A4,2023,Gas,49422.09,70602.98,0
28768,3,4/17/2022,e-tron GT,2022,Electric,101893.22,145561.75,0
28769,10,4/13/2022,Q6 e-tron,2022,Electric,76760.29,109657.56,0
28770,6,11/1/2023,Q7,2024,Gas,55705.78,79579.69,0
28771,3,6/20/2022,Q8,2022,Hybrid,68362.24,97660.35,0
28772,9,7/28/2023,Q7,2024,Gas,47429.21,67756.01,0
28773,1,3/3/2022,e-tron GT,2024,Electric,98484.03,140691.47,0
28774,8,6/29/2022,Q4 e-tron,2023,Electric,47579.17,67970.24,0
28775,5,1/12/2023,Q8,2022,Hybrid,74306.46,106152.09,0
28776,2,7/8/2023,Q4 e-tron,2023,Electric,61101.03,87287.19,0
28777,3,2/26/2023,Q5,2024,Gas,31548.86,45069.8,0
28778,9,12/29/2023,RS5,2024,Gas,71723.01,102461.45,0
28779,2,10/24/2024,Q4 e-tron,2023,Electric,38516.06,55022.95,0
28780,10,11/24/2023,Q5,2022,Gas,41702.84,59575.48,0
28781,2,2/23/2022,Q7,2024,Gas,58328.37,83326.24,0
28782,5,9/5/2022,A3,2023,Gas,31478.61,44969.45,0
28783,8,9/2/2023,A3,2023,Gas,42326.91,60467.01,4963.12
28784,8,1/6/2022,A3,2024,Gas,30698.84,43855.49,0
28785,2,4/27/2024,RS5,2023,Gas,75216.32,107451.89,0
28786,10,1/7/2023,TT,2023,Gas,42430.21,60614.58,0
28787,1,3/22/2024,Q5,2023,Gas,44811.26,64016.08,0
28788,4,12/4/2022,e-tron GT,2024,Electric,90300.66,129000.95,0
28789,2,5/22/2023,e-tron GT,2023,Electric,85246.99,121781.42,0
28790,1,7/24/2022,Q8,2024,Hybrid,63151.58,90216.55,0
28791,5,1/23/2022,Q8,2022,Hybrid,76902.44,109860.63,0
28792,1,7/19/2024,TT,2022,Gas,39488.93,56412.76,0
28793,8,9/3/2022,Q5,2022,Gas,52279.38,74684.83,0
28794,2,12/14/2024,Q4 e-tron,2024,Electric,51429.52,73470.75,0
28795,7,1/28/2023,A4,2023,Gas,36954.64,52792.34,0
28796,9,11/17/2023,Q7,2024,Gas,44976.63,64252.33,0
28797,9,1/30/2023,TT,2023,Gas,40913.82,58448.32,0
28798,9,5/11/2023,Q8,2022,Hybrid,68327.8,97611.15,3055.6
28799,8,4/16/2024,e-tron GT,2022,Electric,101822.44,145460.63,0
28800,4,2/26/2023,Q7,2023,Gas,51594.24,73706.05,0
28801,5,7/13/2024,Q6 e-tron,2022,Electric,82506.64,117866.63,0
28802,1,8/13/2022,Q4 e-tron,2024,Electric,43933.07,62761.53,0
28803,8,9/23/2024,Q4 e-tron,2024,Electric,37711.76,53873.95,0
28804,1,11/18/2024,Q7,2022,Gas,55278.91,78969.87,3476.81
28805,4,6/15/2022,e-tron GT,2022,Electric,87230.25,124614.65,0
28806,3,9/15/2022,Q4 e-tron,2023,Electric,43178.6,61683.71,0
28807,7,6/18/2022,Q7,2022,Gas,45282.41,64689.16,0
28808,6,5/24/2023,TT,2022,Gas,46358.82,66226.89,0
28809,4,7/10/2022,Q4 e-tron,2024,Electric,40614.66,58020.94,0
28810,7,4/14/2024,TT,2022,Gas,40723.68,58176.68,0
28811,6,7/24/2023,Q7,2024,Gas,67432.43,96332.05,0
28812,5,7/9/2022,TT,2024,Gas,55448.29,79211.84,0
28813,1,5/11/2024,Q4 e-tron,2024,Electric,60812.82,86875.46,0
28814,10,9/5/2024,e-tron GT,2023,Electric,92054.93,131507.05,0
28815,7,7/4/2022,Q4 e-tron,2022,Electric,50119.14,71598.77,0
28816,6,3/23/2023,Q7,2022,Gas,63659.84,90942.63,0
28817,2,2/26/2023,Q4 e-tron,2022,Electric,48565.47,69379.24,0
28818,9,4/23/2023,RS5,2024,Gas,64756.06,92508.66,0
28819,4,4/26/2024,Q4 e-tron,2023,Electric,36300.89,51858.42,0
28820,5,3/21/2022,TT,2022,Gas,40043.63,57205.18,0
28821,6,10/22/2023,Q8,2022,Hybrid,73964.06,105662.94,0
28822,5,2/5/2023,Q4 e-tron,2023,Electric,56340.44,80486.35,0
28823,7,10/9/2023,A4,2022,Gas,40287.46,57553.51,0
28824,6,12/1/2023,A4,2023,Gas,46372.72,66246.74,0
28825,4,11/30/2024,Q8,2023,Hybrid,52600.23,75143.18,0
28826,10,4/1/2023,Q5,2024,Gas,45786.47,65409.25,0
28827,7,11/11/2024,RS5,2024,Gas,72663.45,103804.93,0
28828,7,5/27/2023,Q6 e-tron,2024,Electric,66550.3,95071.86,0
28829,2,9/3/2024,e-tron GT,2022,Electric,75889.98,108414.26,0
28830,7,8/30/2022,Q7,2022,Gas,64801.98,92574.26,0
28831,10,10/4/2023,RS5,2024,Gas,81683.22,116690.32,0
28832,5,4/2/2022,Q8,2023,Hybrid,55331.73,79045.33,0
28833,5,11/4/2024,Q6 e-tron,2022,Electric,56864.9,81235.57,0
28834,7,5/27/2023,A3,2024,Gas,25577.63,36539.47,0
28835,4,7/1/2024,Q7,2024,Gas,64786.97,92552.81,0
28836,7,9/23/2022,Q5,2024,Gas,36958.56,52797.95,0
28837,6,5/12/2023,A3,2022,Gas,34456.53,49223.62,0
28838,7,2/8/2022,Q8,2023,Hybrid,77768.1,111097.28,0
28839,5,7/9/2024,e-tron GT,2024,Electric,100879.66,144113.8,0
28840,7,8/14/2022,e-tron GT,2024,Electric,103583.17,147975.96,0
28841,5,7/1/2023,A3,2024,Gas,50454.08,72077.26,0
28842,5,4/27/2024,A4,2024,Gas,42964.89,61378.41,0
28843,3,7/23/2023,A4,2024,Gas,42210.74,60301.06,0
28844,7,11/28/2024,Q8,2023,Hybrid,66580.23,95114.62,0
28845,9,1/8/2022,A3,2023,Gas,39469.35,56384.78,0
28846,1,8/29/2023,e-tron GT,2024,Electric,97747.65,139639.5,0
28847,7,6/5/2022,e-tron GT,2023,Electric,101677.03,145252.9,0
28848,4,5/13/2022,A3,2024,Gas,51593.29,73704.7,0
28849,3,12/20/2024,A4,2023,Gas,49167.03,70238.62,0
28850,8,11/28/2024,Q4 e-tron,2024,Electric,46415.51,66307.87,0
28851,10,5/24/2024,Q8,2022,Hybrid,61157.73,87368.19,0
28852,4,8/8/2023,Q4 e-tron,2022,Electric,57649.07,82355.81,0
28853,1,3/22/2023,A3,2024,Gas,30883.02,44118.6,0
28854,2,4/26/2024,Q4 e-tron,2022,Electric,36274.31,51820.44,0
28855,2,10/27/2023,RS5,2022,Gas,70922.68,101318.11,0
28856,2,3/21/2022,Q4 e-tron,2024,Electric,50802.65,72575.22,0
28857,2,4/27/2022,Q4 e-tron,2022,Electric,50169.4,71670.57,0
28858,7,6/7/2023,Q7,2024,Gas,64947.2,92781.71,0
28859,8,1/6/2022,RS5,2022,Gas,69963.62,99948.03,0
28860,3,10/18/2022,e-tron GT,2024,Electric,79911.71,114159.58,0
28861,7,1/29/2023,A3,2023,Gas,30229.14,43184.48,0
28862,4,3/7/2024,e-tron GT,2022,Electric,91017.95,130025.64,0
28863,8,2/8/2022,Q7,2022,Gas,66211.26,94587.52,0
28864,3,3/7/2024,Q4 e-tron,2022,Electric,56669.93,80957.04,0
28865,6,11/2/2023,TT,2024,Gas,39943.51,57062.16,0
28866,7,11/13/2023,Q7,2024,Gas,51668.13,73811.62,0
28867,5,1/16/2022,Q4 e-tron,2024,Electric,58704.32,83863.31,0
28868,2,12/13/2024,Q8,2022,Hybrid,67180.34,95971.91,0
28869,10,1/6/2023,TT,2022,Gas,58267.82,83239.74,0
28870,1,4/9/2022,Q5,2023,Gas,50375.35,71964.79,0
28871,2,5/27/2022,Q8,2023,Hybrid,55057.11,78653.02,0
28872,1,4/25/2022,TT,2023,Gas,42942.79,61346.85,0
28873,2,3/27/2023,A4,2023,Gas,29622.64,42318.06,0
28874,9,3/13/2023,RS5,2023,Gas,64845.39,92636.27,0
28875,2,10/4/2024,TT,2022,Gas,46202.18,66003.12,0
28876,6,10/25/2023,e-tron GT,2024,Electric,79367.87,113382.67,0
28877,10,5/13/2023,TT,2022,Gas,55531.4,79330.57,0
28878,4,6/4/2023,Q5,2023,Gas,50584.81,72264.02,0
28879,1,12/13/2023,Q7,2023,Gas,65963.86,94234.08,0
28880,2,11/21/2023,Q4 e-tron,2022,Electric,54529.02,77898.6,0
28881,1,4/23/2024,RS5,2022,Gas,61646.74,88066.77,0
28882,6,6/15/2024,RS5,2024,Gas,78968.41,112812.01,0
28883,1,8/14/2022,RS5,2022,Gas,58630.25,83757.5,0
28884,9,1/17/2022,Q5,2022,Gas,32335.8,46194,0
28885,3,7/31/2022,e-tron GT,2023,Electric,76518.86,109312.66,0
28886,10,5/16/2024,A3,2024,Gas,30285.49,43264.98,0
28887,7,9/2/2023,Q8,2022,Hybrid,63242.14,90345.91,0
28888,10,3/28/2023,e-tron GT,2024,Electric,85923.51,122747.87,0
28889,8,8/6/2024,e-tron GT,2024,Electric,96628.83,138041.18,0
28890,6,4/25/2023,e-tron GT,2023,Electric,95034.8,135764,0
28891,2,6/2/2023,Q8,2024,Hybrid,58692.68,83846.69,0
28892,5,8/17/2023,Q4 e-tron,2022,Electric,49245.15,70350.22,0
28893,4,12/6/2022,Q7,2024,Gas,47971.1,68530.15,0
28894,3,12/11/2022,A3,2024,Gas,26955.88,38508.4,0
28895,4,10/30/2023,RS5,2024,Gas,67059.23,95798.9,0
28896,1,10/25/2024,e-tron GT,2024,Electric,83077.79,118682.56,0
28897,3,3/14/2022,A4,2024,Gas,46995.18,67135.97,0
28898,9,3/18/2022,TT,2022,Gas,43172.65,61675.21,0
28899,7,5/31/2024,e-tron GT,2023,Electric,100648.2,143783.15,0
28900,10,3/27/2024,RS5,2022,Gas,60015.65,85736.65,0
28901,2,10/22/2024,Q4 e-tron,2023,Electric,45122.31,64460.44,0
28902,7,8/1/2024,Q4 e-tron,2024,Electric,39173.43,55962.05,0
28903,3,7/30/2023,Q5,2024,Gas,54419.79,77742.56,0
28904,7,11/29/2023,A4,2022,Gas,35191.63,50273.76,0
28905,7,8/1/2024,e-tron GT,2022,Electric,97664.82,139521.17,2231.53
28906,1,8/14/2023,A4,2023,Gas,37925.96,54179.94,0
28907,3,12/28/2024,A4,2022,Gas,54986.9,78552.71,0
28908,3,5/6/2023,e-tron GT,2024,Electric,99301.35,141859.07,0
28909,5,8/9/2024,Q4 e-tron,2022,Electric,38059.63,54370.9,0
28910,10,4/28/2022,e-tron GT,2023,Electric,86567.9,123668.43,0
28911,10,11/13/2023,Q7,2024,Gas,55771.33,79673.33,0
28912,7,11/24/2024,e-tron GT,2024,Electric,99834.57,142620.82,0
28913,5,5/3/2024,Q8,2022,Hybrid,63121.83,90174.05,0
28914,4,8/21/2023,A3,2023,Gas,26521.32,37887.6,0
28915,7,5/30/2023,Q8 e-tron,2024,Electric,62314.11,89020.16,0
28916,5,4/24/2022,Q8,2024,Hybrid,63942.33,91346.18,0
28917,8,8/8/2022,Q5,2023,Gas,53417.72,76311.03,0
28918,2,11/21/2023,A4,2023,Gas,44053.44,62933.49,0
28919,10,8/14/2022,Q5,2023,Gas,55850.19,79785.99,0
28920,7,9/18/2023,A4,2023,Gas,39801.8,56859.71,0
28921,7,2/17/2022,RS5,2024,Gas,72172.43,103103.47,0
28922,1,1/31/2023,Q4 e-tron,2024,Electric,57391.38,81987.68,0
28923,10,10/6/2023,TT,2024,Gas,43046.53,61495.04,0
28924,4,1/16/2024,A3,2023,Gas,36046.08,51494.4,0
28925,8,10/27/2022,Q6 e-tron,2023,Electric,58320.66,83315.23,0
28926,5,8/2/2022,e-tron GT,2023,Electric,77835.58,111193.69,0
28927,5,8/29/2022,Q7,2024,Gas,54256.87,77509.81,0
28928,8,5/8/2022,A3,2024,Gas,37110.91,53015.59,0
28929,4,5/12/2023,e-tron GT,2023,Electric,100635.85,143765.5,0
28930,1,2/9/2024,Q6 e-tron,2022,Electric,65614.23,93734.61,0
28931,3,8/22/2022,e-tron GT,2024,Electric,90110.96,128729.94,0
28932,3,4/29/2022,A4,2023,Gas,39136.2,55908.86,0
28933,8,2/19/2024,TT,2022,Gas,58846.37,84066.25,0
28934,2,7/4/2024,Q8,2023,Hybrid,54721.53,78173.61,0
28935,10,8/25/2023,Q4 e-tron,2024,Electric,53605.47,76579.25,0
28936,1,2/8/2024,Q8,2022,Hybrid,61831.59,88330.84,0
28937,8,1/2/2024,Q5,2023,Gas,38345.69,54779.56,0
28938,5,12/18/2022,TT,2022,Gas,53553.23,76504.62,0
28939,2,2/29/2024,Q7,2023,Gas,64733.38,92476.26,0
28940,6,2/9/2022,Q7,2023,Gas,46603.41,66576.3,0
28941,10,1/27/2024,e-tron GT,2023,Electric,102190.85,145986.93,0
28942,2,11/2/2022,Q7,2022,Gas,64305.68,91865.26,2517.49
28943,10,7/18/2023,A3,2024,Gas,41639.03,59484.33,1638.79
28944,10,2/18/2023,Q5,2023,Gas,51049.5,72927.85,0
28945,3,6/13/2023,TT,2022,Gas,59325.99,84751.41,0
28946,4,9/19/2024,e-tron GT,2024,Electric,95068.63,135812.33,0
28947,2,2/14/2023,e-tron GT,2022,Electric,78527.36,112181.95,0
28948,9,11/29/2023,A4,2024,Gas,33005.26,47150.37,0
28949,8,6/10/2024,TT,2022,Gas,47338.9,67627,0
28950,9,11/22/2022,TT,2022,Gas,57129.95,81614.21,0
28951,6,6/16/2022,Q8,2023,Hybrid,52359.83,74799.76,0
28952,2,6/13/2022,RS5,2023,Gas,74306.5,106152.14,0
28953,8,3/30/2023,RS5,2023,Gas,73598.9,105141.29,0
28954,7,3/16/2022,RS5,2022,Gas,60669.55,86670.78,0
28955,5,11/21/2022,A3,2023,Gas,31840.37,45486.24,0
28956,4,5/10/2022,Q8,2023,Hybrid,52450.87,74929.82,0
28957,9,6/11/2024,RS5,2023,Gas,65745.32,93921.88,0
28958,6,8/11/2023,Q7,2024,Gas,61718.99,88169.98,3610.06
28959,2,7/15/2022,Q7,2022,Gas,64841.69,92630.99,0
28960,4,10/7/2024,Q4 e-tron,2024,Electric,51717.06,73881.52,0
28961,6,2/22/2022,TT,2024,Gas,43308.89,61869.85,0
28962,8,9/9/2022,A3,2022,Gas,52125.44,74464.92,0
28963,2,2/16/2023,A3,2023,Gas,47668.6,68098,0
28964,4,10/15/2024,e-tron GT,2022,Electric,82289.84,117556.92,0
28965,6,10/8/2023,RS5,2024,Gas,62474.52,89249.31,0
28966,7,12/22/2024,Q5,2022,Gas,31504.16,45005.94,0
28967,8,9/23/2022,e-tron GT,2022,Electric,99886.01,142694.3,0
28968,1,6/8/2023,RS5,2024,Gas,76776.48,109680.68,0
28969,7,7/9/2024,Q8,2023,Hybrid,68340.59,97629.42,0
28970,8,4/22/2022,Q8,2023,Hybrid,77162.99,110232.85,0
28971,3,8/5/2022,e-tron GT,2023,Electric,77936.63,111338.05,0
28972,4,2/3/2023,A4,2024,Gas,31379.17,44827.39,2915.74
28973,3,4/22/2024,Q7,2022,Gas,64849.43,92642.04,0
28974,2,5/8/2024,Q8,2023,Hybrid,60832.21,86903.16,0
28975,10,11/1/2023,Q4 e-tron,2022,Electric,52940.86,75629.8,2116.28
28976,7,12/11/2023,Q5,2022,Gas,35301.85,50431.21,0
28977,6,5/2/2023,Q4 e-tron,2023,Electric,63395.55,90565.07,0
28978,4,10/26/2024,TT,2024,Gas,59348.35,84783.35,0
28979,8,7/31/2022,Q5,2023,Gas,40016.84,57166.92,0
28980,5,1/9/2023,Q4 e-tron,2024,Electric,36178.22,51683.17,0
28981,3,4/12/2022,Q8,2022,Hybrid,62238.8,88912.57,0
28982,2,2/24/2022,Q4 e-tron,2024,Electric,55689.77,79556.82,0
28983,3,12/14/2024,A3,2022,Gas,29061.54,41516.48,0
28984,2,8/7/2024,Q7,2024,Gas,51068.18,72954.55,0
28985,2,3/11/2024,e-tron GT,2024,Electric,103261.66,147516.66,0
28986,6,10/15/2023,e-tron GT,2022,Electric,83694.39,119563.41,0
28987,3,6/3/2024,TT,2022,Gas,61022.02,87174.31,0
28988,9,5/12/2024,Q4 e-tron,2023,Electric,60834.07,86905.82,0
28989,2,9/7/2022,Q7,2023,Gas,59283.16,84690.23,0
28990,7,11/27/2022,Q5,2022,Gas,58658.1,83797.28,0
28991,6,10/28/2022,Q5,2022,Gas,56979.43,81399.19,0
28992,3,2/8/2023,RS5,2022,Gas,76814.96,109735.66,0
28993,2,5/26/2022,Q4 e-tron,2024,Electric,43037.25,61481.78,0
28994,5,11/21/2024,Q5,2023,Gas,46590.45,66557.79,0
28995,9,4/17/2023,Q4 e-tron,2023,Electric,37579.43,53684.9,0
28996,4,2/20/2024,A3,2023,Gas,26462.51,37803.58,0
28997,4,2/29/2024,Q8,2022,Hybrid,72943.6,104205.14,0
28998,6,10/8/2024,RS5,2024,Gas,61690.83,88129.76,0
28999,7,1/26/2022,e-tron GT,2023,Electric,86786.11,123980.16,0
29000,1,11/8/2024,RS5,2023,Gas,64372.98,91961.4,0
29001,5,3/2/2022,Q7,2023,Gas,48212.32,68874.75,0
29002,3,12/22/2022,A4,2024,Gas,50044.71,71492.45,0
29003,4,10/29/2023,Q8,2023,Hybrid,53244.42,76063.46,0
29004,5,3/22/2024,Q7,2024,Gas,56460.55,80657.93,0
29005,4,2/10/2023,A3,2024,Gas,26570.38,37957.68,0
29006,6,9/11/2023,Q5,2023,Gas,45361.51,64802.16,0
29007,6,11/25/2024,A4,2022,Gas,44255.41,63222.02,0
29008,7,3/18/2024,A3,2022,Gas,52186.29,74551.84,1279.69
29009,10,10/10/2024,A4,2024,Gas,35830.67,51186.67,0
29010,10,6/1/2023,e-tron GT,2024,Electric,96156.93,137367.05,0
